"","DEPARTMENT","WORK.GROUP","CREATION.YEAR","CREATION.MONTH","Number.Of.Cases","Number.Of.Open.Cases","Number.Of.Cases.Exceeding.Timeframe","Percent.Of.Cases.Exceeding.Timeframe","UniqueID","Mean.Days.To.Close.Of.Closed.Cases","Median.Days.To.Close.Closed.Cases","Standard.Deviation","Above.One.Standard.Deviation","Above.Two.Standard.Deviations","Above.Three.Standard.Deviations","Below.One.Standard.Deviation","Below.Two.Standard.Deviations","Below.Three.Standard.Deviations","Month.Year","Date.End.Month"
"1554","Health","Health-Lead Poisoning Prevention-",2012,9,1,0,0,0,"Health Health-Lead Poisoning Prevention- 2012 9",0,0,NA,NA,NA,NA,NA,NA,NA,"2012.9","2012/09/30"
"1555","Health","Health-Lead Poisoning Prevention-",2013,1,1,0,0,0,"Health Health-Lead Poisoning Prevention- 2013 1",0,0,NA,NA,NA,NA,NA,NA,NA,"2013.1","2013/01/31"
"1556","Health","Health-Lead Poisoning Prevention-",2014,5,1,0,0,0,"Health Health-Lead Poisoning Prevention- 2014 5",1,1,NA,NA,NA,NA,NA,NA,NA,"2014.5","2014/05/31"
"1557","Health","Health-Lead Poisoning Prevention-",2014,7,1,0,1,100,"Health Health-Lead Poisoning Prevention- 2014 7",5,5,NA,NA,NA,NA,NA,NA,NA,"2014.7","2014/07/31"
"1558","Health","Health-Lead Poisoning Prevention-",2015,1,1,0,0,0,"Health Health-Lead Poisoning Prevention- 2015 1",1,1,NA,NA,NA,NA,NA,NA,NA,"2015.1","2015/01/31"
"1559","Health","Health-Lead Poisoning Prevention-",2015,4,1,0,0,0,"Health Health-Lead Poisoning Prevention- 2015 4",4,4,NA,NA,NA,NA,NA,NA,NA,"2015.4","2015/04/30"
"1560","Health","Health-Lead Poisoning Prevention-",2015,6,1,0,0,0,"Health Health-Lead Poisoning Prevention- 2015 6",5,5,NA,NA,NA,NA,NA,NA,NA,"2015.6","2015/06/30"
"1561","Health","Health-Noise Control-",2010,1,3,0,1,33.3333333333333,"Health Health-Noise Control- 2010 1",9.66666666666667,5,11.7189305541646,21.3855972208313,33.1045277749959,44.8234583291606,-2.05226388749796,-13.7711944416626,-25.4901249958272,"2010.1","2010/01/31"
"1562","Health","Health-Noise Control-",2010,2,5,0,0,0,"Health Health-Noise Control- 2010 2",10.6,8,6.38748776906853,16.9874877690685,23.3749755381371,29.7624633072056,4.21251223093147,-2.17497553813705,-8.56246330720558,"2010.2","2010/02/28"
"1563","Health","Health-Noise Control-",2010,3,17,0,0,0,"Health Health-Noise Control- 2010 3",8.29411764705882,8,4.55198728417535,12.8461049312342,17.3980922154095,21.9500794995849,3.74213036288347,-0.809856921291885,-5.36184420546724,"2010.3","2010/03/31"
"1564","Health","Health-Noise Control-",2010,4,31,0,0,0,"Health Health-Noise Control- 2010 4",3.45161290322581,2,3.3350533196879,6.78666622291371,10.1217195426016,13.4567728622895,0.116559583537905,-3.21849373615,-6.5535470558379,"2010.4","2010/04/30"
"1565","Health","Health-Noise Control-",2010,5,21,0,3,14.2857142857143,"Health Health-Noise Control- 2010 5",6.57142857142857,6,5.59974489214847,12.171173463577,17.7709183557255,23.370663247874,0.971683679280104,-4.62806121286836,-10.2278061050168,"2010.5","2010/05/31"
"1566","Health","Health-Noise Control-",2010,6,23,0,2,8.69565217391304,"Health Health-Noise Control- 2010 6",4.73913043478261,4,3.16540089812488,7.90453133290749,11.0699322310324,14.2353331291573,1.57372953665773,-1.59167136146715,-4.75707225959203,"2010.6","2010/06/30"
"1567","Health","Health-Noise Control-",2010,7,13,0,2,15.3846153846154,"Health Health-Noise Control- 2010 7",5.61538461538461,5,3.09673111356856,8.71211572895318,11.8088468425217,14.9055779560903,2.51865350181605,-0.57807761175251,-3.67480872532107,"2010.7","2010/07/31"
"1568","Health","Health-Noise Control-",2010,8,13,0,2,15.3846153846154,"Health Health-Noise Control- 2010 8",4.69230769230769,5,3.25024653897248,7.94255423128017,11.1928007702526,14.4430473092251,1.44206115333522,-1.80818538563726,-5.05843192460974,"2010.8","2010/08/31"
"1569","Health","Health-Noise Control-",2010,9,13,0,2,15.3846153846154,"Health Health-Noise Control- 2010 9",3.76923076923077,4,2.74329018254377,6.51252095177454,9.25581113431831,11.9991013168621,1.025940586687,-1.71734959585677,-4.46063977840054,"2010.9","2010/09/30"
"1570","Health","Health-Noise Control-",2010,10,18,0,5,27.7777777777778,"Health Health-Noise Control- 2010 10",5.5,5.5,2.7493314695416,8.2493314695416,10.9986629390832,13.7479944086248,2.7506685304584,0.00133706091680352,-2.74799440862479,"2010.10","2010/10/31"
"1571","Health","Health-Noise Control-",2010,11,10,0,0,0,"Health Health-Noise Control- 2010 11",1.6,1.5,1.26491106406735,2.86491106406735,4.1298221281347,5.39473319220206,0.335088935932648,-0.929822128134703,-2.19473319220205,"2010.11","2010/11/30"
"1572","Health","Health-Noise Control-",2010,12,8,0,2,25,"Health Health-Noise Control- 2010 12",7.875,6,10.6695494616355,18.5445494616355,29.2140989232709,39.8836483849064,-2.79454946163547,-13.4640989232709,-24.1336483849064,"2010.12","2010/12/31"
"1573","Health","Health-Noise Control-",2011,1,10,0,1,10,"Health Health-Noise Control- 2011 1",3.1,3.5,2.96085573216033,6.06085573216033,9.02171146432065,11.982567196481,0.139144267839673,-2.82171146432065,-5.78256719648098,"2011.1","2011/01/31"
"1574","Health","Health-Noise Control-",2011,2,9,0,0,0,"Health Health-Noise Control- 2011 2",2,1,1.93649167310371,3.93649167310371,5.87298334620742,7.80947501931113,0.0635083268962915,-1.87298334620742,-3.80947501931113,"2011.2","2011/02/28"
"1575","Health","Health-Noise Control-",2011,3,10,0,0,0,"Health Health-Noise Control- 2011 3",2.3,0.5,3.23350515007407,5.53350515007407,8.76701030014815,12.0005154502222,-0.933505150074073,-4.16701030014815,-7.40051545022222,"2011.3","2011/03/31"
"1576","Health","Health-Noise Control-",2011,4,16,0,1,6.25,"Health Health-Noise Control- 2011 4",3.875,2.5,5.46351535185909,9.33851535185909,14.8020307037182,20.2655460555773,-1.58851535185909,-7.05203070371819,-12.5155460555773,"2011.4","2011/04/30"
"1577","Health","Health-Noise Control-",2011,5,21,0,5,23.8095238095238,"Health Health-Noise Control- 2011 5",5.19047619047619,3,6.32944742942895,11.5199236199051,17.8493710493341,24.178818478763,-1.13897123895276,-7.46841866838171,-13.7978660978107,"2011.5","2011/05/31"
"1578","Health","Health-Noise Control-",2011,6,17,0,1,5.88235294117647,"Health Health-Noise Control- 2011 6",1.88235294117647,1,2.84785781204874,4.73021075322522,7.57806856527396,10.4259263773227,-0.965504870872274,-3.81336268292102,-6.66122049496976,"2011.6","2011/06/30"
"1579","Health","Health-Noise Control-",2011,7,10,0,0,0,"Health Health-Noise Control- 2011 7",2.5,1,3.10017920628971,5.60017920628971,8.70035841257942,11.8005376188691,-0.600179206289712,-3.70035841257942,-6.80053761886914,"2011.7","2011/07/31"
"1580","Health","Health-Noise Control-",2011,8,14,0,1,7.14285714285714,"Health Health-Noise Control- 2011 8",4.85714285714286,2,9.84383557873144,14.7009784358743,24.5448140146057,34.3886495933372,-4.98669272158858,-14.83052830032,-24.6743638790515,"2011.8","2011/08/31"
"1581","Health","Health-Noise Control-",2011,9,20,0,0,0,"Health Health-Noise Control- 2011 9",1.85,1,2.08440323404692,3.93440323404692,6.01880646809384,8.10320970214076,-0.23440323404692,-2.31880646809384,-4.40320970214076,"2011.9","2011/09/30"
"1582","Health","Health-Noise Control-",2011,10,14,0,0,0,"Health Health-Noise Control- 2011 10",2.42857142857143,2,1.50457178749844,3.93314321606987,5.43771500356832,6.94228679106676,0.923999641072984,-0.58057214642546,-2.0851439339239,"2011.10","2011/10/31"
"1583","Health","Health-Noise Control-",2011,11,16,0,0,0,"Health Health-Noise Control- 2011 11",2,1.5,1.71269767715535,3.71269767715535,5.4253953543107,7.13809303146605,0.28730232284465,-1.4253953543107,-3.13809303146605,"2011.11","2011/11/30"
"1584","Health","Health-Noise Control-",2011,12,18,0,0,0,"Health Health-Noise Control- 2011 12",1.77777777777778,1,2.04523997025965,3.82301774803743,5.86825771829709,7.91349768855674,-0.267462192481877,-2.31270216274153,-4.35794213300119,"2011.12","2011/12/31"
"1585","Health","Health-Noise Control-",2012,1,10,0,1,10,"Health Health-Noise Control- 2012 1",1.8,1,2.65832027165025,4.45832027165025,7.1166405433005,9.77496081495075,-0.858320271650251,-3.5166405433005,-6.17496081495075,"2012.1","2012/01/31"
"1586","Health","Health-Noise Control-",2012,2,15,0,0,0,"Health Health-Noise Control- 2012 2",4.13333333333333,2,7.68920083778604,11.8225341711194,19.5117350089054,27.2009358466915,-3.55586750445271,-11.2450683422387,-18.9342691800248,"2012.2","2012/02/29"
"1587","Health","Health-Noise Control-",2012,3,31,0,2,6.45161290322581,"Health Health-Noise Control- 2012 3",1.83870967741935,1,2.28176502140409,4.12047469882345,6.40223972022754,8.68400474163164,-0.443055343984739,-2.72482036538883,-5.00658538679293,"2012.3","2012/03/31"
"1588","Health","Health-Noise Control-",2012,4,28,0,0,0,"Health Health-Noise Control- 2012 4",1.89285714285714,1,1.74990551521198,3.64276265806912,5.39266817328111,7.14257368849309,0.142951627645161,-1.60695388756682,-3.3568594027788,"2012.4","2012/04/30"
"1589","Health","Health-Noise Control-",2012,5,34,0,0,0,"Health Health-Noise Control- 2012 5",1.38235294117647,1,1.39294120658091,2.77529414775738,4.16823535433829,5.56117656091921,-0.0105882654044416,-1.40352947198535,-2.79647067856627,"2012.5","2012/05/31"
"1590","Health","Health-Noise Control-",2012,6,20,0,0,0,"Health Health-Noise Control- 2012 6",2.8,2,2.11759545860766,4.91759545860766,7.03519091721532,9.15278637582298,0.682404541392339,-1.43519091721532,-3.55278637582298,"2012.6","2012/06/30"
"1591","Health","Health-Noise Control-",2012,7,42,0,0,0,"Health Health-Noise Control- 2012 7",1.85714285714286,1,1.53926540242223,3.39640825956509,4.93567366198732,6.47493906440955,0.317877454720625,-1.22138794770161,-2.76065335012384,"2012.7","2012/07/31"
"1592","Health","Health-Noise Control-",2012,8,23,0,1,4.34782608695652,"Health Health-Noise Control- 2012 8",1.95652173913043,1,2.32532032728954,4.28184206641997,6.60716239370951,8.93248272099905,-0.368798588159104,-2.69411891544864,-5.01943924273818,"2012.8","2012/08/31"
"1593","Health","Health-Noise Control-",2012,9,25,0,0,0,"Health Health-Noise Control- 2012 9",1.48,1,1.50332963783729,2.98332963783729,4.48665927567458,5.98998891351187,-0.0233296378372907,-1.52665927567458,-3.02998891351187,"2012.9","2012/09/30"
"1594","Health","Health-Noise Control-",2012,10,15,0,0,0,"Health Health-Noise Control- 2012 10",1.4,1,1.76473389333512,3.16473389333512,4.92946778667023,6.69420168000535,-0.364733893335115,-2.12946778667023,-3.89420168000535,"2012.10","2012/10/31"
"1595","Health","Health-Noise Control-",2012,11,31,0,2,6.45161290322581,"Health Health-Noise Control- 2012 11",2.41935483870968,1,3.41344589868154,5.83280073739121,9.24624663607275,12.6596925347543,-0.994091059971859,-4.4075369586534,-7.82098285733493,"2012.11","2012/11/30"
"1596","Health","Health-Noise Control-",2012,12,17,0,0,0,"Health Health-Noise Control- 2012 12",1.94117647058824,1,2.01465221053455,3.95582868112279,5.97048089165734,7.9851331021919,-0.0734757399463188,-2.08812795048087,-4.10278016101543,"2012.12","2012/12/31"
"1597","Health","Health-Noise Control-",2013,1,18,0,2,11.1111111111111,"Health Health-Noise Control- 2013 1",1.88888888888889,1,2.74159440276658,4.63048329165547,7.37207769442205,10.1136720971886,-0.852705513877692,-3.59429991664427,-6.33589431941085,"2013.1","2013/01/31"
"1598","Health","Health-Noise Control-",2013,2,5,0,1,20,"Health Health-Noise Control- 2013 2",7,3,7.84219357067906,14.8421935706791,22.6843871413581,30.5265807120372,-0.842193570679061,-8.68438714135812,-16.5265807120372,"2013.2","2013/02/28"
"1599","Health","Health-Noise Control-",2013,3,24,0,0,0,"Health Health-Noise Control- 2013 3",2.91666666666667,2,3.24260585850689,6.15927252517355,9.40187838368044,12.6444842421873,-0.325939191840221,-3.56854505034711,-6.811150908854,"2013.3","2013/03/31"
"1600","Health","Health-Noise Control-",2013,4,24,0,0,0,"Health Health-Noise Control- 2013 4",1.5,1,1.53226175536575,3.03226175536575,4.5645235107315,6.09678526609724,-0.0322617553657476,-1.5645235107315,-3.09678526609724,"2013.4","2013/04/30"
"1601","Health","Health-Noise Control-",2013,5,28,0,0,0,"Health Health-Noise Control- 2013 5",1.07142857142857,0.5,1.43832648198629,2.50975505341487,3.94808153540116,5.38640801738745,-0.366897910557723,-1.80522439254402,-3.24355087453031,"2013.5","2013/05/31"
"1602","Health","Health-Noise Control-",2013,6,26,0,0,0,"Health Health-Noise Control- 2013 6",1.30769230769231,1,0.884046639911301,2.19173894760361,3.07578558751491,3.95983222742621,0.423645667781007,-0.460400972130294,-1.3444476120416,"2013.6","2013/06/30"
"1603","Health","Health-Noise Control-",2013,7,21,0,0,0,"Health Health-Noise Control- 2013 7",1.95238095238095,2,1.9098740920854,3.86225504446636,5.77212913655176,7.68200322863716,0.0425068602955483,-1.86736723178986,-3.77724132387526,"2013.7","2013/07/31"
"1604","Health","Health-Noise Control-",2013,8,32,0,1,3.125,"Health Health-Noise Control- 2013 8",1.625,1,1.84478340366874,3.46978340366874,5.31456680733748,7.15935021100621,-0.219783403668738,-2.06456680733748,-3.90935021100621,"2013.8","2013/08/31"
"1605","Health","Health-Noise Control-",2013,9,36,0,1,2.77777777777778,"Health Health-Noise Control- 2013 9",2.69444444444444,1,7.86609158511372,10.5605360295582,18.4266276146719,26.2927191997856,-5.17164714066927,-13.037738725783,-20.9038303108967,"2013.9","2013/09/30"
"1606","Health","Health-Noise Control-",2013,10,18,0,0,0,"Health Health-Noise Control- 2013 10",1.11111111111111,1,1.02261998512983,2.13373109624094,3.15635108137077,4.17897106650059,0.0884911259812839,-0.934128859148543,-1.95674884427837,"2013.10","2013/10/31"
"1607","Health","Health-Noise Control-",2013,11,15,0,0,0,"Health Health-Noise Control- 2013 11",1,1,1.19522860933439,2.19522860933439,3.39045721866879,4.58568582800318,-0.195228609334394,-1.39045721866879,-2.58568582800318,"2013.11","2013/11/30"
"1608","Health","Health-Noise Control-",2013,12,13,0,1,7.69230769230769,"Health Health-Noise Control- 2013 12",3.61538461538462,1,9.77700074612576,13.3923853615104,23.1693861076361,32.9463868537619,-6.16161613074114,-15.9386168768669,-25.7156176229926,"2013.12","2013/12/31"
"1609","Health","Health-Noise Control-",2014,1,9,0,0,0,"Health Health-Noise Control- 2014 1",1.22222222222222,0,1.56347191994114,2.78569414216337,4.34916606210451,5.91263798204565,-0.341249697718921,-1.90472161766006,-3.46819353760121,"2014.1","2014/01/31"
"1610","Health","Health-Noise Control-",2014,2,17,0,1,5.88235294117647,"Health Health-Noise Control- 2014 2",5.05882352941176,2,14.4631885671664,19.5220120965781,33.9852006637445,48.4483892309108,-9.4043650377546,-23.867553604921,-38.3307421720873,"2014.2","2014/02/28"
"1611","Health","Health-Noise Control-",2014,3,12,0,0,0,"Health Health-Noise Control- 2014 3",1.41666666666667,1,1.24011240937215,2.65677907603881,3.89689148541096,5.1370038947831,0.176554257294521,-1.06355815207762,-2.30367056144977,"2014.3","2014/03/31"
"1612","Health","Health-Noise Control-",2014,4,19,0,0,0,"Health Health-Noise Control- 2014 4",2.73684210526316,2,3.64908063403431,6.38592273929746,10.0350033733318,13.6840840073661,-0.912238528771148,-4.56131916280545,-8.21039979683976,"2014.4","2014/04/30"
"1613","Health","Health-Noise Control-",2014,5,24,0,0,0,"Health Health-Noise Control- 2014 5",0.916666666666667,0.5,1.282547284209,2.19921395087567,3.48176123508467,4.76430851929367,-0.365880617542334,-1.64842790175134,-2.93097518596034,"2014.5","2014/05/31"
"1614","Health","Health-Noise Control-",2014,6,25,0,1,4,"Health Health-Noise Control- 2014 6",1.8,1,1.84842275106824,3.64842275106824,5.49684550213647,7.34526825320471,-0.048422751068236,-1.89684550213647,-3.74526825320471,"2014.6","2014/06/30"
"1615","Health","Health-Noise Control-",2014,7,37,0,1,2.7027027027027,"Health Health-Noise Control- 2014 7",1.45945945945946,1,1.65989615797352,3.11935561743298,4.7792517754065,6.43914793338002,-0.20043669851406,-1.86033285648758,-3.5202290144611,"2014.7","2014/07/31"
"1616","Health","Health-Noise Control-",2014,8,18,0,1,5.55555555555556,"Health Health-Noise Control- 2014 8",1.88888888888889,1,2.58704666705422,4.47593555594311,7.06298222299733,9.65002889005154,-0.698157778165329,-3.28520444521955,-5.87225111227377,"2014.8","2014/08/31"
"1617","Health","Health-Noise Control-",2014,9,21,0,0,0,"Health Health-Noise Control- 2014 9",0.80952380952381,0,1.28914885172534,2.09867266124915,3.38782151297449,4.67697036469983,-0.47962504220153,-1.76877389392687,-3.05792274565221,"2014.9","2014/09/30"
"1618","Health","Health-Noise Control-",2014,10,23,0,0,0,"Health Health-Noise Control- 2014 10",1.21739130434783,1,1.44463023702923,2.66202154137706,4.10665177840629,5.55128201543552,-0.227238932681404,-1.67186916971063,-3.11649940673987,"2014.10","2014/10/31"
"1619","Health","Health-Noise Control-",2014,11,14,0,0,0,"Health Health-Noise Control- 2014 11",1.92857142857143,1.5,1.38476800135706,3.31333942992848,4.69810743128554,6.0828754326426,0.543803427214372,-0.840964574142684,-2.22573257549974,"2014.11","2014/11/30"
"1620","Health","Health-Noise Control-",2014,12,11,0,0,0,"Health Health-Noise Control- 2014 12",2.09090909090909,1,2.38556263613201,4.4764717270411,6.86203436317311,9.24759699930511,-0.294653545222916,-2.68021618135492,-5.06577881748693,"2014.12","2014/12/31"
"1621","Health","Health-Noise Control-",2015,1,13,0,4,30.7692307692308,"Health Health-Noise Control- 2015 1",6.76923076923077,7,2.48843478763412,9.25766555686489,11.746100344499,14.2345351321331,4.28079598159664,1.79236119396252,-0.696073593671605,"2015.1","2015/01/31"
"1622","Health","Health-Noise Control-",2015,2,6,0,3,50,"Health Health-Noise Control- 2015 2",7,7.5,3.3466401061363,10.3466401061363,13.6932802122726,17.0399203184089,3.6533598938637,0.306719787727395,-3.03992031840891,"2015.2","2015/02/28"
"1623","Health","Health-Noise Control-",2015,3,26,0,11,42.3076923076923,"Health Health-Noise Control- 2015 3",7.73076923076923,7,3.98555082574735,11.7163200565166,15.7018708822639,19.6874217080113,3.74521840502188,-0.24033242072547,-4.22588324647282,"2015.3","2015/03/31"
"1624","Health","Health-Noise Control-",2015,4,47,0,7,14.8936170212766,"Health Health-Noise Control- 2015 4",5.02127659574468,5,2.68238506542646,7.70366166117114,10.3860467265976,13.0684317920241,2.33889153031822,-0.343493535108249,-3.02587860053471,"2015.4","2015/04/30"
"1625","Health","Health-Noise Control-",2015,5,31,0,8,25.8064516129032,"Health Health-Noise Control- 2015 5",5.32258064516129,4,3.45819892211918,8.78077956728047,12.2389784893996,15.6971774115188,1.86438172304211,-1.59381719907706,-5.05201612119624,"2015.5","2015/05/31"
"1626","Health","Health-Noise Control-",2015,6,28,0,9,32.1428571428571,"Health Health-Noise Control- 2015 6",4.60714285714286,3,4.74801545844691,9.35515831558976,14.1031737740367,18.8511892324836,-0.14087260130405,-4.88888805975096,-9.63690351819786,"2015.6","2015/06/30"
"1627","Health","Health-Noise Control-",2015,7,37,0,7,18.9189189189189,"Health Health-Noise Control- 2015 7",2.59459459459459,3,1.77105523252005,4.36564982711464,6.13670505963469,7.90776029215474,0.823539362074548,-0.947515870445499,-2.71857110296555,"2015.7","2015/07/31"
"1628","Health","Health-Noise Control-",2015,8,45,0,6,13.3333333333333,"Health Health-Noise Control- 2015 8",2.8,2,2.70185121722126,5.50185121722126,8.20370243444252,10.9055536516638,0.0981487827787411,-2.60370243444252,-5.30555365166378,"2015.8","2015/08/31"
